Minimum cut between characters:
zhizn -> kafe-i-restorany = 10
zhizn -> rynok = 7
zhizn -> debaty = 11
zhizn -> ekologiia = 12
zhizn -> evropa = 7
zhizn -> gender = 5
zhizn -> feminizm = 6
zhizn -> serialy = 8
zhizn -> urbanistika = 6
zhizn -> semia = 4
zhizn -> soznanie = 5
zhizn -> vysshee-obrazovanie = 6
zhizn -> daish = 5
zhizn -> astronomiia = 3
zhizn -> angliiskii-iazyk = 5
zhizn -> poeziia = 4
finansy -> chto-pochitat = 11
finansy -> alkogol = 13
finansy -> aviatsiia = 13
finansy -> temy-net = 13
finansy -> avto = 13
finansy -> dizain = 12
finansy -> fiziologiia = 9
finansy -> blizhnii-vostok = 9
finansy -> knigi = 9
finansy -> diskriminatsiia = 10
finansy -> rabota = 10
finansy -> khristianstvo = 8
finansy -> muzhchiny-i-zhenshchiny = 8
finansy -> klassnaia-istoriia = 12
finansy -> kriminal = 10
finansy -> etiket = 13
finansy -> arkhitektura = 13
finansy -> liubov = 5
finansy -> sssr = 9
finansy -> diplomatiia = 9
finansy -> islam = 8
finansy -> ssha = 8
finansy -> son = 8
finansy -> non-fiction = 10
finansy -> russkii-iazyk = 8
finansy -> vselennaia = 5
finansy -> kafe-i-restorany = 10
finansy -> debaty = 11
finansy -> ekologiia = 12
finansy -> evropa = 7
finansy -> liudi = 8
finansy -> gender = 5
finansy -> feminizm = 6
finansy -> serialy = 8
finansy -> urbanistika = 6
finansy -> semia = 4
finansy -> soznanie = 5
finansy -> vysshee-obrazovanie = 6
finansy -> daish = 5
finansy -> astronomiia = 3
finansy -> angliiskii-iazyk = 5
finansy -> poeziia = 4
chto-pochitat -> alkogol = 11
chto-pochitat -> aviatsiia = 11
chto-pochitat -> temy-net = 11
chto-pochitat -> avto = 11
chto-pochitat -> dizain = 11
chto-pochitat -> fiziologiia = 9
chto-pochitat -> blizhnii-vostok = 9
chto-pochitat -> dengi = 9
chto-pochitat -> diskriminatsiia = 10
chto-pochitat -> rabota = 10
chto-pochitat -> khristianstvo = 8
chto-pochitat -> muzhchiny-i-zhenshchiny = 8
chto-pochitat -> klassnaia-istoriia = 11
chto-pochitat -> kriminal = 10
chto-pochitat -> etiket = 11
chto-pochitat -> arkhitektura = 11
chto-pochitat -> liubov = 5
chto-pochitat -> sssr = 9
chto-pochitat -> diplomatiia = 9
chto-pochitat -> islam = 8
chto-pochitat -> ssha = 8
chto-pochitat -> son = 8
chto-pochitat -> russkii-iazyk = 8
chto-pochitat -> vselennaia = 5
chto-pochitat -> kafe-i-restorany = 10
chto-pochitat -> rynok = 7
chto-pochitat -> debaty = 11
chto-pochitat -> ekologiia = 11
chto-pochitat -> evropa = 7
chto-pochitat -> liudi = 8
chto-pochitat -> gender = 5
chto-pochitat -> feminizm = 6
chto-pochitat -> serialy = 8
chto-pochitat -> urbanistika = 6
chto-pochitat -> semia = 4
chto-pochitat -> soznanie = 5
chto-pochitat -> vysshee-obrazovanie = 6
chto-pochitat -> daish = 5
chto-pochitat -> astronomiia = 3
chto-pochitat -> angliiskii-iazyk = 5
chto-pochitat -> poeziia = 4
alkogol -> aviatsiia = 15
alkogol -> temy-net = 15
alkogol -> avto = 13
alkogol -> dizain = 12
alkogol -> fiziologiia = 9
alkogol -> blizhnii-vostok = 9
alkogol -> dengi = 9
alkogol -> knigi = 9
alkogol -> diskriminatsiia = 10
alkogol -> rabota = 10
alkogol -> khristianstvo = 8
alkogol -> muzhchiny-i-zhenshchiny = 8
alkogol -> klassnaia-istoriia = 12
alkogol -> kriminal = 10
alkogol -> etiket = 15
alkogol -> arkhitektura = 13
alkogol -> liubov = 5
alkogol -> sssr = 9
alkogol -> diplomatiia = 9
alkogol -> islam = 8
alkogol -> ssha = 8
alkogol -> son = 8
alkogol -> non-fiction = 10
alkogol -> russkii-iazyk = 8
alkogol -> vselennaia = 5
alkogol -> rynok = 7
alkogol -> debaty = 11
alkogol -> ekologiia = 12
alkogol -> evropa = 7
alkogol -> liudi = 8
alkogol -> gender = 5
alkogol -> feminizm = 6
alkogol -> serialy = 8
alkogol -> urbanistika = 6
alkogol -> semia = 4
alkogol -> soznanie = 5
alkogol -> vysshee-obrazovanie = 6
alkogol -> daish = 5
alkogol -> astronomiia = 3
alkogol -> angliiskii-iazyk = 5
alkogol -> poeziia = 4
aviatsiia -> temy-net = 18
aviatsiia -> avto = 13
aviatsiia -> dizain = 12
aviatsiia -> fiziologiia = 9
aviatsiia -> dengi = 9
aviatsiia -> knigi = 9
aviatsiia -> diskriminatsiia = 10
aviatsiia -> rabota = 10
aviatsiia -> khristianstvo = 8
aviatsiia -> muzhchiny-i-zhenshchiny = 8
aviatsiia -> klassnaia-istoriia = 12
aviatsiia -> kriminal = 10
aviatsiia -> etiket = 17
aviatsiia -> arkhitektura = 13
aviatsiia -> liubov = 5
aviatsiia -> sssr = 9
aviatsiia -> diplomatiia = 9
aviatsiia -> islam = 8
aviatsiia -> ssha = 8
aviatsiia -> son = 8
aviatsiia -> non-fiction = 10
aviatsiia -> russkii-iazyk = 8
aviatsiia -> vselennaia = 5
aviatsiia -> kafe-i-restorany = 10
aviatsiia -> rynok = 7
aviatsiia -> debaty = 11
aviatsiia -> ekologiia = 12
aviatsiia -> evropa = 7
aviatsiia -> liudi = 8
aviatsiia -> gender = 5
aviatsiia -> feminizm = 6
aviatsiia -> serialy = 8
aviatsiia -> urbanistika = 6
aviatsiia -> semia = 4
aviatsiia -> soznanie = 5
aviatsiia -> vysshee-obrazovanie = 6
aviatsiia -> daish = 5
aviatsiia -> astronomiia = 3
aviatsiia -> angliiskii-iazyk = 5
aviatsiia -> poeziia = 4
temy-net -> avto = 13
temy-net -> dizain = 12
temy-net -> fiziologiia = 9
temy-net -> blizhnii-vostok = 9
temy-net -> dengi = 9
temy-net -> knigi = 9
temy-net -> diskriminatsiia = 10
temy-net -> rabota = 10
temy-net -> khristianstvo = 8
temy-net -> muzhchiny-i-zhenshchiny = 8
temy-net -> klassnaia-istoriia = 12
temy-net -> kriminal = 10
temy-net -> etiket = 17
temy-net -> arkhitektura = 13
temy-net -> liubov = 5
temy-net -> sssr = 9
temy-net -> diplomatiia = 9
temy-net -> islam = 8
temy-net -> ssha = 8
temy-net -> son = 8
temy-net -> non-fiction = 10
temy-net -> russkii-iazyk = 8
temy-net -> vselennaia = 5
temy-net -> kafe-i-restorany = 10
temy-net -> rynok = 7
temy-net -> debaty = 11
temy-net -> ekologiia = 12
temy-net -> evropa = 7
temy-net -> liudi = 8
temy-net -> gender = 5
temy-net -> feminizm = 6
temy-net -> serialy = 8
temy-net -> urbanistika = 6
temy-net -> semia = 4
temy-net -> soznanie = 5
temy-net -> vysshee-obrazovanie = 6
temy-net -> daish = 5
temy-net -> astronomiia = 3
temy-net -> angliiskii-iazyk = 5
temy-net -> poeziia = 4
avto -> dizain = 12
avto -> fiziologiia = 9
avto -> blizhnii-vostok = 9
avto -> dengi = 9
avto -> knigi = 9
avto -> diskriminatsiia = 10
avto -> rabota = 10
avto -> khristianstvo = 8
avto -> muzhchiny-i-zhenshchiny = 8
avto -> klassnaia-istoriia = 12
avto -> kriminal = 10
avto -> etiket = 13
avto -> arkhitektura = 13
avto -> liubov = 5
avto -> sssr = 9
avto -> diplomatiia = 9
avto -> islam = 8
avto -> ssha = 8
avto -> son = 8
avto -> non-fiction = 10
avto -> russkii-iazyk = 8
avto -> vselennaia = 5
avto -> kafe-i-restorany = 10
avto -> debaty = 11
avto -> ekologiia = 12
avto -> evropa = 7
avto -> liudi = 8
avto -> gender = 5
avto -> feminizm = 6
avto -> serialy = 8
avto -> semia = 4
avto -> soznanie = 5
avto -> vysshee-obrazovanie = 6
avto -> daish = 5
avto -> astronomiia = 3
avto -> angliiskii-iazyk = 5
avto -> poeziia = 4
dizain -> fiziologiia = 9
dizain -> blizhnii-vostok = 9
dizain -> dengi = 9
dizain -> knigi = 9
dizain -> diskriminatsiia = 10
dizain -> rabota = 10
dizain -> khristianstvo = 8
dizain -> muzhchiny-i-zhenshchiny = 8
dizain -> klassnaia-istoriia = 12
dizain -> kriminal = 10
dizain -> etiket = 12
dizain -> liubov = 5
dizain -> sssr = 9
dizain -> diplomatiia = 9
dizain -> islam = 8
dizain -> ssha = 8
dizain -> son = 8
dizain -> non-fiction = 10
dizain -> russkii-iazyk = 8
dizain -> vselennaia = 5
dizain -> kafe-i-restorany = 10
dizain -> rynok = 7
dizain -> debaty = 11
dizain -> ekologiia = 12
dizain -> evropa = 7
dizain -> liudi = 8
dizain -> gender = 5
dizain -> feminizm = 6
dizain -> serialy = 8
dizain -> urbanistika = 6
dizain -> semia = 4
dizain -> soznanie = 5
dizain -> vysshee-obrazovanie = 6
dizain -> daish = 5
dizain -> astronomiia = 3
dizain -> angliiskii-iazyk = 5
dizain -> poeziia = 4
fiziologiia -> blizhnii-vostok = 9
fiziologiia -> dengi = 9
fiziologiia -> knigi = 9
fiziologiia -> diskriminatsiia = 9
fiziologiia -> rabota = 9
fiziologiia -> khristianstvo = 8
fiziologiia -> muzhchiny-i-zhenshchiny = 8
fiziologiia -> klassnaia-istoriia = 9
fiziologiia -> kriminal = 9
fiziologiia -> etiket = 9
fiziologiia -> arkhitektura = 9
fiziologiia -> liubov = 5
fiziologiia -> sssr = 9
fiziologiia -> diplomatiia = 9
fiziologiia -> islam = 8
fiziologiia -> ssha = 8
fiziologiia -> son = 8
fiziologiia -> non-fiction = 9
fiziologiia -> russkii-iazyk = 8
fiziologiia -> vselennaia = 5
fiziologiia -> kafe-i-restorany = 9
fiziologiia -> rynok = 7
fiziologiia -> debaty = 9
fiziologiia -> ekologiia = 9
fiziologiia -> evropa = 7
fiziologiia -> liudi = 8
fiziologiia -> gender = 5
fiziologiia -> feminizm = 6
fiziologiia -> serialy = 8
fiziologiia -> urbanistika = 6
fiziologiia -> semia = 4
fiziologiia -> soznanie = 5
fiziologiia -> vysshee-obrazovanie = 6
fiziologiia -> daish = 5
fiziologiia -> astronomiia = 3
fiziologiia -> angliiskii-iazyk = 5
fiziologiia -> poeziia = 4
blizhnii-vostok -> dengi = 9
blizhnii-vostok -> knigi = 9
blizhnii-vostok -> diskriminatsiia = 9
blizhnii-vostok -> rabota = 9
blizhnii-vostok -> khristianstvo = 8
blizhnii-vostok -> muzhchiny-i-zhenshchiny = 8
blizhnii-vostok -> klassnaia-istoriia = 9
blizhnii-vostok -> kriminal = 9
blizhnii-vostok -> etiket = 9
blizhnii-vostok -> arkhitektura = 9
blizhnii-vostok -> liubov = 5
blizhnii-vostok -> sssr = 9
blizhnii-vostok -> ssha = 8
blizhnii-vostok -> son = 8
blizhnii-vostok -> non-fiction = 9
blizhnii-vostok -> russkii-iazyk = 8
blizhnii-vostok -> vselennaia = 5
blizhnii-vostok -> kafe-i-restorany = 9
blizhnii-vostok -> rynok = 7
blizhnii-vostok -> debaty = 9
blizhnii-vostok -> ekologiia = 9
blizhnii-vostok -> evropa = 7
blizhnii-vostok -> liudi = 8
blizhnii-vostok -> gender = 5
blizhnii-vostok -> feminizm = 6
blizhnii-vostok -> serialy = 8
blizhnii-vostok -> urbanistika = 6
blizhnii-vostok -> semia = 4
blizhnii-vostok -> soznanie = 5
blizhnii-vostok -> vysshee-obrazovanie = 6
blizhnii-vostok -> astronomiia = 3
blizhnii-vostok -> angliiskii-iazyk = 5
blizhnii-vostok -> poeziia = 4
dengi -> knigi = 9
dengi -> diskriminatsiia = 9
dengi -> khristianstvo = 8
dengi -> muzhchiny-i-zhenshchiny = 8
dengi -> klassnaia-istoriia = 9
dengi -> kriminal = 9
dengi -> etiket = 9
dengi -> arkhitektura = 9
dengi -> liubov = 5
dengi -> sssr = 9
dengi -> diplomatiia = 9
dengi -> islam = 8
dengi -> ssha = 8
dengi -> son = 8
dengi -> non-fiction = 9
dengi -> russkii-iazyk = 8
dengi -> vselennaia = 5
dengi -> kafe-i-restorany = 9
dengi -> rynok = 7
dengi -> debaty = 9
dengi -> ekologiia = 9
dengi -> evropa = 7
dengi -> liudi = 8
dengi -> gender = 5
dengi -> feminizm = 6
dengi -> serialy = 8
dengi -> urbanistika = 6
dengi -> semia = 4
dengi -> soznanie = 5
dengi -> vysshee-obrazovanie = 6
dengi -> daish = 5
dengi -> astronomiia = 3
dengi -> angliiskii-iazyk = 5
dengi -> poeziia = 4
knigi -> diskriminatsiia = 9
knigi -> rabota = 9
knigi -> khristianstvo = 8
knigi -> muzhchiny-i-zhenshchiny = 8
knigi -> klassnaia-istoriia = 9
knigi -> kriminal = 9
knigi -> etiket = 9
knigi -> arkhitektura = 9
knigi -> liubov = 5
knigi -> sssr = 9
knigi -> diplomatiia = 9
knigi -> islam = 8
knigi -> ssha = 8
knigi -> son = 8
knigi -> non-fiction = 9
knigi -> russkii-iazyk = 8
knigi -> vselennaia = 5
knigi -> kafe-i-restorany = 9
knigi -> rynok = 7
knigi -> debaty = 9
knigi -> ekologiia = 9
knigi -> evropa = 7
knigi -> liudi = 8
knigi -> gender = 5
knigi -> feminizm = 6
knigi -> serialy = 8
knigi -> urbanistika = 6
knigi -> semia = 4
knigi -> soznanie = 5
knigi -> vysshee-obrazovanie = 6
knigi -> daish = 5
knigi -> astronomiia = 3
knigi -> angliiskii-iazyk = 5
knigi -> poeziia = 4
diskriminatsiia -> rabota = 10
diskriminatsiia -> khristianstvo = 8
diskriminatsiia -> muzhchiny-i-zhenshchiny = 8
diskriminatsiia -> klassnaia-istoriia = 10
diskriminatsiia -> kriminal = 10
diskriminatsiia -> arkhitektura = 10
diskriminatsiia -> liubov = 5
diskriminatsiia -> sssr = 9
diskriminatsiia -> diplomatiia = 9
diskriminatsiia -> islam = 8
diskriminatsiia -> ssha = 8
diskriminatsiia -> son = 8
diskriminatsiia -> non-fiction = 10
diskriminatsiia -> russkii-iazyk = 8
diskriminatsiia -> vselennaia = 5
diskriminatsiia -> kafe-i-restorany = 10
diskriminatsiia -> rynok = 7
diskriminatsiia -> debaty = 10
diskriminatsiia -> ekologiia = 10
diskriminatsiia -> evropa = 7
diskriminatsiia -> liudi = 8
diskriminatsiia -> serialy = 8
diskriminatsiia -> urbanistika = 6
diskriminatsiia -> semia = 4
diskriminatsiia -> soznanie = 5
diskriminatsiia -> vysshee-obrazovanie = 6
diskriminatsiia -> daish = 5
diskriminatsiia -> astronomiia = 3
diskriminatsiia -> angliiskii-iazyk = 5
diskriminatsiia -> poeziia = 4
rabota -> khristianstvo = 8
rabota -> muzhchiny-i-zhenshchiny = 8
rabota -> klassnaia-istoriia = 10
rabota -> kriminal = 10
rabota -> etiket = 10
rabota -> arkhitektura = 10
rabota -> liubov = 5
rabota -> sssr = 9
rabota -> diplomatiia = 9
rabota -> islam = 8
rabota -> ssha = 8
rabota -> son = 8
rabota -> non-fiction = 10
rabota -> russkii-iazyk = 8
rabota -> vselennaia = 5
rabota -> kafe-i-restorany = 10
rabota -> rynok = 7
rabota -> debaty = 10
rabota -> ekologiia = 10
rabota -> evropa = 7
rabota -> liudi = 8
rabota -> gender = 5
rabota -> feminizm = 6
rabota -> serialy = 8
rabota -> urbanistika = 6
rabota -> semia = 4
rabota -> soznanie = 5
rabota -> vysshee-obrazovanie = 6
rabota -> daish = 5
rabota -> astronomiia = 3
rabota -> angliiskii-iazyk = 5
rabota -> poeziia = 4
khristianstvo -> muzhchiny-i-zhenshchiny = 8
khristianstvo -> klassnaia-istoriia = 8
khristianstvo -> kriminal = 8
khristianstvo -> etiket = 8
khristianstvo -> arkhitektura = 8
khristianstvo -> liubov = 5
khristianstvo -> sssr = 8
khristianstvo -> diplomatiia = 8
khristianstvo -> ssha = 8
khristianstvo -> son = 8
khristianstvo -> non-fiction = 8
khristianstvo -> russkii-iazyk = 8
khristianstvo -> vselennaia = 5
khristianstvo -> kafe-i-restorany = 8
khristianstvo -> rynok = 7
khristianstvo -> debaty = 8
khristianstvo -> ekologiia = 8
khristianstvo -> evropa = 7
khristianstvo -> liudi = 8
khristianstvo -> gender = 5
khristianstvo -> feminizm = 6
khristianstvo -> serialy = 8
khristianstvo -> urbanistika = 6
khristianstvo -> semia = 4
khristianstvo -> soznanie = 5
khristianstvo -> vysshee-obrazovanie = 6
khristianstvo -> daish = 5
khristianstvo -> astronomiia = 3
khristianstvo -> angliiskii-iazyk = 5
khristianstvo -> poeziia = 4
muzhchiny-i-zhenshchiny -> klassnaia-istoriia = 8
muzhchiny-i-zhenshchiny -> kriminal = 8
muzhchiny-i-zhenshchiny -> etiket = 8
muzhchiny-i-zhenshchiny -> arkhitektura = 8
muzhchiny-i-zhenshchiny -> sssr = 8
muzhchiny-i-zhenshchiny -> diplomatiia = 8
muzhchiny-i-zhenshchiny -> islam = 8
muzhchiny-i-zhenshchiny -> ssha = 8
muzhchiny-i-zhenshchiny -> son = 8
muzhchiny-i-zhenshchiny -> non-fiction = 8
muzhchiny-i-zhenshchiny -> russkii-iazyk = 8
muzhchiny-i-zhenshchiny -> vselennaia = 5
muzhchiny-i-zhenshchiny -> kafe-i-restorany = 8
muzhchiny-i-zhenshchiny -> rynok = 7
muzhchiny-i-zhenshchiny -> debaty = 8
muzhchiny-i-zhenshchiny -> ekologiia = 8
muzhchiny-i-zhenshchiny -> evropa = 7
muzhchiny-i-zhenshchiny -> liudi = 8
muzhchiny-i-zhenshchiny -> serialy = 8
muzhchiny-i-zhenshchiny -> urbanistika = 6
muzhchiny-i-zhenshchiny -> semia = 4
muzhchiny-i-zhenshchiny -> soznanie = 5
muzhchiny-i-zhenshchiny -> vysshee-obrazovanie = 6
muzhchiny-i-zhenshchiny -> daish = 5
muzhchiny-i-zhenshchiny -> astronomiia = 3
muzhchiny-i-zhenshchiny -> angliiskii-iazyk = 5
muzhchiny-i-zhenshchiny -> poeziia = 4
klassnaia-istoriia -> kriminal = 10
klassnaia-istoriia -> etiket = 12
klassnaia-istoriia -> arkhitektura = 12
klassnaia-istoriia -> liubov = 5
klassnaia-istoriia -> sssr = 9
klassnaia-istoriia -> diplomatiia = 9
klassnaia-istoriia -> islam = 8
klassnaia-istoriia -> ssha = 8
klassnaia-istoriia -> son = 8
klassnaia-istoriia -> non-fiction = 10
klassnaia-istoriia -> russkii-iazyk = 8
klassnaia-istoriia -> vselennaia = 5
klassnaia-istoriia -> kafe-i-restorany = 10
klassnaia-istoriia -> rynok = 7
klassnaia-istoriia -> debaty = 11
klassnaia-istoriia -> ekologiia = 12
klassnaia-istoriia -> evropa = 7
klassnaia-istoriia -> liudi = 8
klassnaia-istoriia -> gender = 5
klassnaia-istoriia -> feminizm = 6
klassnaia-istoriia -> serialy = 8
klassnaia-istoriia -> urbanistika = 6
klassnaia-istoriia -> semia = 4
klassnaia-istoriia -> soznanie = 5
klassnaia-istoriia -> vysshee-obrazovanie = 6
klassnaia-istoriia -> daish = 5
klassnaia-istoriia -> astronomiia = 3
klassnaia-istoriia -> angliiskii-iazyk = 5
klassnaia-istoriia -> poeziia = 4
kriminal -> etiket = 10
kriminal -> arkhitektura = 10
kriminal -> liubov = 5
kriminal -> sssr = 9
kriminal -> diplomatiia = 9
kriminal -> islam = 8
kriminal -> ssha = 8
kriminal -> son = 8
kriminal -> non-fiction = 10
kriminal -> russkii-iazyk = 8
kriminal -> vselennaia = 5
kriminal -> kafe-i-restorany = 10
kriminal -> rynok = 7
kriminal -> debaty = 10
kriminal -> ekologiia = 10
kriminal -> evropa = 7
kriminal -> liudi = 8
kriminal -> gender = 5
kriminal -> feminizm = 6
kriminal -> serialy = 8
kriminal -> urbanistika = 6
kriminal -> semia = 4
kriminal -> soznanie = 5
kriminal -> vysshee-obrazovanie = 6
kriminal -> daish = 5
kriminal -> astronomiia = 3
kriminal -> angliiskii-iazyk = 5
kriminal -> poeziia = 4
etiket -> arkhitektura = 13
etiket -> liubov = 5
etiket -> sssr = 9
etiket -> diplomatiia = 9
etiket -> islam = 8
etiket -> ssha = 8
etiket -> son = 8
etiket -> non-fiction = 10
etiket -> russkii-iazyk = 8
etiket -> vselennaia = 5
etiket -> kafe-i-restorany = 10
etiket -> rynok = 7
etiket -> ekologiia = 12
etiket -> evropa = 7
etiket -> liudi = 8
etiket -> gender = 5
etiket -> feminizm = 6
etiket -> serialy = 8
etiket -> urbanistika = 6
etiket -> semia = 4
etiket -> soznanie = 5
etiket -> vysshee-obrazovanie = 6
etiket -> daish = 5
etiket -> astronomiia = 3
etiket -> angliiskii-iazyk = 5
etiket -> poeziia = 4
arkhitektura -> liubov = 5
arkhitektura -> diplomatiia = 9
arkhitektura -> islam = 8
arkhitektura -> ssha = 8
arkhitektura -> son = 8
arkhitektura -> non-fiction = 10
arkhitektura -> russkii-iazyk = 8
arkhitektura -> vselennaia = 5
arkhitektura -> kafe-i-restorany = 10
arkhitektura -> rynok = 7
arkhitektura -> debaty = 11
arkhitektura -> ekologiia = 12
arkhitektura -> evropa = 7
arkhitektura -> liudi = 8
arkhitektura -> gender = 5
arkhitektura -> feminizm = 6
arkhitektura -> serialy = 8
arkhitektura -> semia = 4
arkhitektura -> soznanie = 5
arkhitektura -> vysshee-obrazovanie = 6
arkhitektura -> daish = 5
arkhitektura -> astronomiia = 3
arkhitektura -> angliiskii-iazyk = 5
arkhitektura -> poeziia = 4
liubov -> sssr = 5
liubov -> diplomatiia = 5
liubov -> islam = 5
liubov -> ssha = 5
liubov -> son = 5
liubov -> non-fiction = 5
liubov -> russkii-iazyk = 5
liubov -> vselennaia = 5
liubov -> kafe-i-restorany = 5
liubov -> rynok = 5
liubov -> debaty = 5
liubov -> ekologiia = 5
liubov -> evropa = 5
liubov -> liudi = 5
liubov -> gender = 5
liubov -> feminizm = 5
liubov -> serialy = 5
liubov -> urbanistika = 5
liubov -> semia = 4
liubov -> soznanie = 5
liubov -> vysshee-obrazovanie = 5
liubov -> daish = 5
liubov -> astronomiia = 3
liubov -> angliiskii-iazyk = 5
liubov -> poeziia = 4
sssr -> diplomatiia = 9
sssr -> islam = 8
sssr -> ssha = 8
sssr -> son = 8
sssr -> non-fiction = 9
sssr -> russkii-iazyk = 8
sssr -> vselennaia = 5
sssr -> kafe-i-restorany = 9
sssr -> rynok = 7
sssr -> debaty = 9
sssr -> ekologiia = 9
sssr -> evropa = 7
sssr -> liudi = 8
sssr -> gender = 5
sssr -> feminizm = 6
sssr -> serialy = 8
sssr -> urbanistika = 6
sssr -> semia = 4
sssr -> soznanie = 5
sssr -> vysshee-obrazovanie = 6
sssr -> daish = 5
sssr -> astronomiia = 3
sssr -> angliiskii-iazyk = 5
sssr -> poeziia = 4
diplomatiia -> islam = 8
diplomatiia -> ssha = 8
diplomatiia -> son = 8
diplomatiia -> non-fiction = 9
diplomatiia -> russkii-iazyk = 8
diplomatiia -> vselennaia = 5
diplomatiia -> kafe-i-restorany = 9
diplomatiia -> rynok = 7
diplomatiia -> ekologiia = 9
diplomatiia -> evropa = 7
diplomatiia -> liudi = 8
diplomatiia -> gender = 5
diplomatiia -> feminizm = 6
diplomatiia -> serialy = 8
diplomatiia -> urbanistika = 6
diplomatiia -> semia = 4
diplomatiia -> soznanie = 5
diplomatiia -> vysshee-obrazovanie = 6
diplomatiia -> daish = 5
diplomatiia -> astronomiia = 3
diplomatiia -> angliiskii-iazyk = 5
diplomatiia -> poeziia = 4
islam -> ssha = 8
islam -> son = 8
islam -> non-fiction = 8
islam -> russkii-iazyk = 8
islam -> vselennaia = 5
islam -> kafe-i-restorany = 8
islam -> rynok = 7
islam -> debaty = 8
islam -> ekologiia = 8
islam -> evropa = 7
islam -> liudi = 8
islam -> gender = 5
islam -> feminizm = 6
islam -> serialy = 8
islam -> urbanistika = 6
islam -> semia = 4
islam -> soznanie = 5
islam -> vysshee-obrazovanie = 6
islam -> astronomiia = 3
islam -> angliiskii-iazyk = 5
islam -> poeziia = 4
ssha -> son = 8
ssha -> non-fiction = 8
ssha -> russkii-iazyk = 8
ssha -> vselennaia = 5
ssha -> kafe-i-restorany = 8
ssha -> rynok = 7
ssha -> debaty = 8
ssha -> ekologiia = 8
ssha -> liudi = 8
ssha -> gender = 5
ssha -> feminizm = 6
ssha -> serialy = 8
ssha -> urbanistika = 6
ssha -> semia = 4
ssha -> soznanie = 5
ssha -> vysshee-obrazovanie = 6
ssha -> daish = 5
ssha -> astronomiia = 3
ssha -> angliiskii-iazyk = 5
ssha -> poeziia = 4
son -> non-fiction = 8
son -> russkii-iazyk = 8
son -> vselennaia = 5
son -> kafe-i-restorany = 8
son -> rynok = 7
son -> debaty = 8
son -> ekologiia = 8
son -> evropa = 7
son -> liudi = 8
son -> gender = 5
son -> feminizm = 6
son -> serialy = 8
son -> urbanistika = 6
son -> semia = 4
son -> soznanie = 5
son -> vysshee-obrazovanie = 6
son -> daish = 5
son -> astronomiia = 3
son -> angliiskii-iazyk = 5
son -> poeziia = 4
non-fiction -> russkii-iazyk = 8
non-fiction -> vselennaia = 5
non-fiction -> kafe-i-restorany = 10
non-fiction -> rynok = 7
non-fiction -> debaty = 10
non-fiction -> ekologiia = 10
non-fiction -> evropa = 7
non-fiction -> liudi = 8
non-fiction -> gender = 5
non-fiction -> feminizm = 6
non-fiction -> serialy = 8
non-fiction -> urbanistika = 6
non-fiction -> semia = 4
non-fiction -> soznanie = 5
non-fiction -> vysshee-obrazovanie = 6
non-fiction -> daish = 5
non-fiction -> astronomiia = 3
non-fiction -> angliiskii-iazyk = 5
non-fiction -> poeziia = 4
russkii-iazyk -> vselennaia = 5
russkii-iazyk -> kafe-i-restorany = 8
russkii-iazyk -> rynok = 7
russkii-iazyk -> debaty = 8
russkii-iazyk -> ekologiia = 8
russkii-iazyk -> evropa = 7
russkii-iazyk -> liudi = 8
russkii-iazyk -> gender = 5
russkii-iazyk -> feminizm = 6
russkii-iazyk -> serialy = 8
russkii-iazyk -> urbanistika = 6
russkii-iazyk -> semia = 4
russkii-iazyk -> soznanie = 5
russkii-iazyk -> vysshee-obrazovanie = 6
russkii-iazyk -> daish = 5
russkii-iazyk -> astronomiia = 3
russkii-iazyk -> poeziia = 4
vselennaia -> kafe-i-restorany = 5
vselennaia -> rynok = 5
vselennaia -> debaty = 5
vselennaia -> ekologiia = 5
vselennaia -> evropa = 5
vselennaia -> liudi = 5
vselennaia -> gender = 5
vselennaia -> feminizm = 5
vselennaia -> serialy = 5
vselennaia -> urbanistika = 5
vselennaia -> semia = 4
vselennaia -> soznanie = 5
vselennaia -> vysshee-obrazovanie = 5
vselennaia -> daish = 5
vselennaia -> astronomiia = 3
vselennaia -> angliiskii-iazyk = 5
vselennaia -> poeziia = 4
kafe-i-restorany -> rynok = 7
kafe-i-restorany -> debaty = 10
kafe-i-restorany -> ekologiia = 10
kafe-i-restorany -> evropa = 7
kafe-i-restorany -> liudi = 8
kafe-i-restorany -> gender = 5
kafe-i-restorany -> feminizm = 6
kafe-i-restorany -> serialy = 8
kafe-i-restorany -> urbanistika = 6
kafe-i-restorany -> semia = 4
kafe-i-restorany -> soznanie = 5
kafe-i-restorany -> vysshee-obrazovanie = 6
kafe-i-restorany -> daish = 5
kafe-i-restorany -> astronomiia = 3
kafe-i-restorany -> angliiskii-iazyk = 5
kafe-i-restorany -> poeziia = 4
rynok -> debaty = 7
rynok -> ekologiia = 7
rynok -> evropa = 7
rynok -> liudi = 7
rynok -> gender = 5
rynok -> feminizm = 6
rynok -> serialy = 7
rynok -> urbanistika = 6
rynok -> semia = 4
rynok -> soznanie = 5
rynok -> vysshee-obrazovanie = 6
rynok -> daish = 5
rynok -> astronomiia = 3
rynok -> angliiskii-iazyk = 5
rynok -> poeziia = 4
debaty -> ekologiia = 11
debaty -> evropa = 7
debaty -> liudi = 8
debaty -> gender = 5
debaty -> feminizm = 6
debaty -> serialy = 8
debaty -> urbanistika = 6
debaty -> semia = 4
debaty -> soznanie = 5
debaty -> vysshee-obrazovanie = 6
